,0,1,2,3,4,5,6
364,687,5125591157655464983.wav,"Képp ku bëggoon a gis firnde yàqu yàqu bu am ci momi bi, ba ñu kay jeemma genne ci kees gi seen yaakaar dina tass ndax bopp bi ak mbagg yi rekk ñoo doon feeñ.",képp ku bëggoon a gis firnde yàqu yàqu bu am ci momi bi ba ñu kay jeemma genne ci kees gi seen yaakaar dina tass ndax bopp bi ak mbagg yi rekk ñoo doon feeñ,k é p p | k u | b ë g g o o n | a | g i s | f i r n d e | y à q u | y à q u | b u | a m | c i | m o m i | b i | b a | ñ u | k a y | j e e m m a | g e n n e | c i | k e e s | g i | s e e n | y a a k a a r | d i n a | t a s s | n d a x | b o p p | b i | a k | m b a g g | y i | r e k k | ñ o o | d o o n | f e e ñ |,301440,FEMALE
365,230,1885815841899101424.wav,Wax jii dafay weddi dëggal gi nga xam ne dafay firnde ni weer wi amul benn yengu yengu ci wàllu séwolosi.,wax jii dafay weddi dëggal gi nga xam ne dafay firnde ni weer wi amul benn yengu yengu ci wàllu séwolosi,w a x | j i i | d a f a y | w e d d i | d ë g g a l | g i | n g a | x a m | n e | d a f a y | f i r n d e | n i | w e e r | w i | a m u l | b e n n | y e n g u | y e n g u | c i | w à l l u | s é w o l o s i |,145920,FEMALE
366,93,5768594076355817098.wav,Diplomat yi neena ñu gis nañu ci konstitusiyong Afghan ay lëndëm lëndëm yu doy ngir wax ne jongante jaru ko.,diplomat yi neena ñu gis nañu ci konstitusiyong afghan ay lëndëm lëndëm yu doy ngir wax ne jongante jaru ko,d i p l o m a t | y i | n e e n a | ñ u | g i s | n a ñ u | c i | k o n s t i t u s i y o n g | a f g h a n | a y | l ë n d ë m | l ë n d ë m | y u | d o y | n g i r | w a x | n e | j o n g a n t e | j a r u | k o |,229440,MALE
367,1402,16020255665161545433.wav,Afrik di Sid mi jiite turnuwaa bi tambali ba ci not bu baax ak ndam lu neex 26 – 00 seen digante ak Zambie mi jël 5eelu palaas bi ci seri bi.,afrik di sid mi jiite turnuwaa bi tambali ba ci not bu baax ak ndam lu neex 26 - 00 seen digante ak zambie mi jël 5eelu palaas bi ci seri bi,a f r i k | d i | s i d | m i | j i i t e | t u r n u w a a | b i | t a m b a l i | b a | c i | n o t | b u | b a a x | a k | n d a m | l u | n e e x | 2 6 | - | 0 0 | s e e n | d i g a n t e | a k | z a m b i e | m i | j ë l | 5 e e l u | p a l a a s | b i | c i | s e r i | b i |,383040,MALE
368,1096,13050544176768412037.wav,"Li ëpp ci croisiere yu Baltes yu wuute yi dañuy joxe ay dëkkuwaay yu yagg ca St. Petersburg, ci Risi.",li ëpp ci croisiere yu baltes yu wuute yi dañuy joxe ay dëkkuwaay yu yagg ca st petersburg ci risi,l i | ë p p | c i | c r o i s i e r e | y u | b a l t e s | y u | w u u t e | y i | d a ñ u y | j o x e | a y | d ë k k u w a a y | y u | y a g g | c a | s t | p e t e r s b u r g | c i | r i s i |,171840,MALE
369,1473,9687529009906231500.wav,Ñoom ñoŋi daw delu fa gangaande bi xewee.,ñoom ñoŋi daw delu fa gangaande bi xewee,ñ o o m | ñ o ŋ i | d a w | d e l u | f a | g a n g a a n d e | b i | x e w e e |,63360,FEMALE
370,954,13494401987161492917.wav,"Kompañi Ayeriyen yu melni Emirates, Airways, Qatar Airways ak Turkish Airlines wasare nañu bu baax seeni sàrwiis ci Afrik te joxe koneksiyon ci ay dëkki Afrik yu gëna mag ci ay njëg yu yomb yu wuuteek kompañi yu Orop.",kompañi ayeriyen yu melni emirates airways qatar airways ak turkish airlines wasare nañu bu baax seeni sàrwiis ci afrik te joxe koneksiyon ci ay dëkki afrik yu gëna mag ci ay njëg yu yomb yu wuuteek kompañi yu orop,k o m p a ñ i | a y e r i y e n | y u | m e l n i | e m i r a t e s | a i r w a y s | q a t a r | a i r w a y s | a k | t u r k i s h | a i r l i n e s | w a s a r e | n a ñ u | b u | b a a x | s e e n i | s à r w i i s | c i | a f r i k | t e | j o x e | k o n e k s i y o n | c i | a y | d ë k k i | a f r i k | y u | g ë n a | m a g | c i | a y | n j ë g | y u | y o m b | y u | w u u t e e k | k o m p a ñ i | y u | o r o p |,332160,FEMALE
371,369,9825104877470050057.wav,Ay bëñu triceratops warna mëna yeey waxumala ay xob rekk wayé sax ay banxaas ak ay reeen yu dëggër.,ay bëñu triceratops warna mëna yeey waxumala ay xob rekk wayé sax ay banxaas ak ay reeen yu dëggër,a y | b ë ñ u | t r i c e r a t o p s | w a r n a | m ë n a | y e e y | w a x u m a l a | a y | x o b | r e k k | w a y é | s a x | a y | b a n x a a s | a k | a y | r e e e n | y u | d ë g g ë r |,204480,MALE
372,1455,9664957006748310612.wav,Melokaani lënd gi nu mëna gis dafay yóbb ci ay yeneen yokkute ci jëfandikoo ak njëriñ joge.,melokaani lënd gi nu mëna gis dafay yóbb ci ay yeneen yokkute ci jëfandikoo ak njëriñ joge,m e l o k a a n i | l ë n d | g i | n u | m ë n a | g i s | d a f a y | y ó b b | c i | a y | y e n e e n | y o k k u t e | c i | j ë f a n d i k o o | a k | n j ë r i ñ | j o g e |,144000,FEMALE
373,1110,11772974925037646010.wav,Huhne ak Pryce lañuy xaar ngir ñu feeñ ci Tirbinaalu Masisteeru Westminster bisu 16 Fewëriye.,huhne ak pryce lañuy xaar ngir ñu feeñ ci tirbinaalu masisteeru westminster bisu 16 fewëriye,h u h n e | a k | p r y c e | l a ñ u y | x a a r | n g i r | ñ u | f e e ñ | c i | t i r b i n a a l u | m a s i s t e e r u | w e s t m i n s t e r | b i s u | 1 6 | f e w ë r i y e |,322560,MALE
374,157,3424268312757763044.wav,"Yénn ci xéér yi, yi beeriwul ci suuf, gningilén di jay ci digeenté US$11,000 japp $22,500 buciné.","yénn ci xéér yi yi beeriwul ci suuf gningilén di jay ci digeenté us$11,000 japp $22,500 buciné","y é n n | c i | x é é r | y i | y i | b e e r i w u l | c i | s u u f | g n i n g i l é n | d i | j a y | c i | d i g e e n t é | u s $ 1 1 , 0 0 0 | j a p p | $ 2 2 , 5 0 0 | b u c i n é |",236160,MALE
375,416,7281504016443939295.wav,"Beneen xeltukat Grek ci wàllu xayma bu siiw Pythagoras, te nu gën ko xam ci sàrtam bu siiw boobu ajju ci lëkaloo yi ab ci weti ñattangal bu jub bi.",beneen xeltukat grek ci wàllu xayma bu siiw pythagoras te nu gën ko xam ci sàrtam bu siiw boobu ajju ci lëkaloo yi ab ci weti ñattangal bu jub bi,b e n e e n | x e l t u k a t | g r e k | c i | w à l l u | x a y m a | b u | s i i w | p y t h a g o r a s | t e | n u | g ë n | k o | x a m | c i | s à r t a m | b u | s i i w | b o o b u | a j j u | c i | l ë k a l o o | y i | a b | c i | w e t i | ñ a t t a n g a l | b u | j u b | b i |,380160,MALE
376,1053,1451426610302199036.wav,"Soo ñibbee ginaaw boo tukkee bitiw réew lu yàgg, dangay tàmm yeneen aada te dangay fàtte lu bari ci sa cosaan ak mbir yoo baaxoo woon di def.",soo ñibbee ginaaw boo tukkee bitiw réew lu yàgg dangay tàmm yeneen aada te dangay fàtte lu bari ci sa cosaan ak mbir yoo baaxoo woon di def,s o o | ñ i b b e e | g i n a a w | b o o | t u k k e e | b i t i w | r é e w | l u | y à g g | d a n g a y | t à m m | y e n e e n | a a d a | t e | d a n g a y | f à t t e | l u | b a r i | c i | s a | c o s a a n | a k | m b i r | y o o | b a a x o o | w o o n | d i | d e f |,349440,FEMALE
377,1124,11867074844218939722.wav,Màttu lal yi ak yeneen matt yi mën nañu dëkk ci tàgg wala ci yeneen barab lépp ngir sonal nit ñi.,màttu lal yi ak yeneen matt yi mën nañu dëkk ci tàgg wala ci yeneen barab lépp ngir sonal nit ñi,m à t t u | l a l | y i | a k | y e n e e n | m a t t | y i | m ë n | n a ñ u | d ë k k | c i | t à g g | w a l a | c i | y e n e e n | b a r a b | l é p p | n g i r | s o n a l | n i t | ñ i |,228480,FEMALE
378,1106,13355313882657962640.wav,Ay xalaat yu ni mél ñoo ngi jeem ci gëstu lan mooy séwlo nit yi wala dilén wo.,ay xalaat yu ni mél ñoo ngi jeem ci gëstu lan mooy séwlo nit yi wala dilén wo,a y | x a l a a t | y u | n i | m é l | ñ o o | n g i | j e e m | c i | g ë s t u | l a n | m o o y | s é w l o | n i t | y i | w a l a | d i l é n | w o |,120000,FEMALE
379,621,7218459139841871010.wav,"Naam xam sa taarix tekkiwul nix am nga sa aada, waaye loolu mën na may ñenn ñi ñu mën a xam ñoom ñooy kan ci mbootaay gi ñu bokk.",naam xam sa taarix tekkiwul nix am nga sa aada waaye loolu mën na may ñenn ñi ñu mën a xam ñoom ñooy kan ci mbootaay gi ñu bokk,n a a m | x a m | s a | t a a r i x | t e k k i w u l | n i x | a m | n g a | s a | a a d a | w a a y e | l o o l u | m ë n | n a | m a y | ñ e n n | ñ i | ñ u | m ë n | a | x a m | ñ o o m | ñ o o y | k a n | c i | m b o o t a a y | g i | ñ u | b o k k |,193920,FEMALE
380,846,6938677734623453976.wav,"Waaye, ci jamono yii am na ay fentkati garaffiti yu fa sanc, ay xew-xewi graffiti ak ay miiru “yoon”. Ay pentiiri Graffiti ci jamono biñuy dajale liggéeyu fent yi te bayyi ginnaaw ay etiket yuñu mënul jang.",waaye ci jamono yii am na ay fentkati garaffiti yu fa sanc ay xew-xewi graffiti ak ay miiru yoon ay pentiiri graffiti ci jamono biñuy dajale liggéeyu fent yi te bayyi ginnaaw ay etiket yuñu mënul jang,w a a y e | c i | j a m o n o | y i i | a m | n a | a y | f e n t k a t i | g a r a f f i t i | y u | f a | s a n c | a y | x e w - x e w i | g r a f f i t i | a k | a y | m i i r u | y o o n | a y | p e n t i i r i | g r a f f i t i | c i | j a m o n o | b i ñ u y | d a j a l e | l i g g é e y u | f e n t | y i | t e | b a y y i | g i n n a a w | a y | e t i k e t | y u ñ u | m ë n u l | j a n g |,333120,FEMALE
381,617,17826892915242484355.wav,Amoon na tamit beneen xeet ci dun Chatham ñoo nekkoon Maori ñi tukki woon bayyéko ci New Zealand.,amoon na tamit beneen xeet ci dun chatham ñoo nekkoon maori ñi tukki woon bayyéko ci new zealand,a m o o n | n a | t a m i t | b e n e e n | x e e t | c i | d u n | c h a t h a m | ñ o o | n e k k o o n | m a o r i | ñ i | t u k k i | w o o n | b a y y é k o | c i | n e w | z e a l a n d |,159360,FEMALE
382,65,4927355363774249710.wav,"Porosé de luwa bi njëkk bi meer bu yàgg bu São Paulo, Marta Suplicy moo ko bindoon. Porosé de luwa bi, biñ ko soppiwee ba noppi, moo ngi ci loxol Robeto Jefferson.",porosé de luwa bi njëkk bi meer bu yàgg bu são paulo marta suplicy moo ko bindoon porosé de luwa bi biñ ko soppiwee ba noppi moo ngi ci loxol robeto jefferson,p o r o s é | d e | l u w a | b i | n j ë k k | b i | m e e r | b u | y à g g | b u | s ã o | p a u l o | m a r t a | s u p l i c y | m o o | k o | b i n d o o n | p o r o s é | d e | l u w a | b i | b i ñ | k o | s o p p i w e e | b a | n o p p i | m o o | n g i | c i | l o x o l | r o b e t o | j e f f e r s o n |,300480,FEMALE
383,1089,1762066697176946400.wav,"Sudee amul weñ bu jàppandi, wala soo xalaatul sol ay kawaas, ko, di nga mëna jéema jëfandikoo ab wowalukaayu karaw, su amee.",sudee amul weñ bu jàppandi wala soo xalaatul sol ay kawaas ko di nga mëna jéema jëfandikoo ab wowalukaayu karaw su amee,s u d e e | a m u l | w e ñ | b u | j à p p a n d i | w a l a | s o o | x a l a a t u l | s o l | a y | k a w a a s | k o | d i | n g a | m ë n a | j é e m a | j ë f a n d i k o o | a b | w o w a l u k a a y u | k a r a w | s u | a m e e |,260160,FEMALE
384,657,17343917910264008231.wav,"Soo demee Greenland ci jamono seddaay bi (di bàyyi xel ni loo gëna dem ci bët gannaar, mu gëna sedd), dafa am solo nga yóbb yere yu diis.",soo demee greenland ci jamono seddaay bi di bàyyi xel ni loo gëna dem ci bët gannaar mu gëna sedd dafa am solo nga yóbb yere yu diis,s o o | d e m e e | g r e e n l a n d | c i | j a m o n o | s e d d a a y | b i | d i | b à y y i | x e l | n i | l o o | g ë n a | d e m | c i | b ë t | g a n n a a r | m u | g ë n a | s e d d | d a f a | a m | s o l o | n g a | y ó b b | y e r e | y u | d i i s |,212160,MALE
385,154,2245061859513429220.wav,Gëmm nañu ni bii mooy juroomélu yoon ci taarix nit di giss liy soppeeku nekk ay jumtukaayu xamxam martian yu daanu ci suuf.,gëmm nañu ni bii mooy juroomélu yoon ci taarix nit di giss liy soppeeku nekk ay jumtukaayu xamxam martian yu daanu ci suuf,g ë m m | n a ñ u | n i | b i i | m o o y | j u r o o m é l u | y o o n | c i | t a a r i x | n i t | d i | g i s s | l i y | s o p p e e k u | n e k k | a y | j u m t u k a a y u | x a m x a m | m a r t i a n | y u | d a a n u | c i | s u u f |,188160,MALE
386,954,10389779188468528995.wav,"Kompañi Ayeriyen yu melni Emirates, Airways, Qatar Airways ak Turkish Airlines wasare nañu bu baax seeni sàrwiis ci Afrik te joxe koneksiyon ci ay dëkki Afrik yu gëna mag ci ay njëg yu yomb yu wuuteek kompañi yu Orop.",kompañi ayeriyen yu melni emirates airways qatar airways ak turkish airlines wasare nañu bu baax seeni sàrwiis ci afrik te joxe koneksiyon ci ay dëkki afrik yu gëna mag ci ay njëg yu yomb yu wuuteek kompañi yu orop,k o m p a ñ i | a y e r i y e n | y u | m e l n i | e m i r a t e s | a i r w a y s | q a t a r | a i r w a y s | a k | t u r k i s h | a i r l i n e s | w a s a r e | n a ñ u | b u | b a a x | s e e n i | s à r w i i s | c i | a f r i k | t e | j o x e | k o n e k s i y o n | c i | a y | d ë k k i | a f r i k | y u | g ë n a | m a g | c i | a y | n j ë g | y u | y o m b | y u | w u u t e e k | k o m p a ñ i | y u | o r o p |,349440,MALE
387,1023,10024581913748425334.wav,"Gunóor yi mën nañu yàq ñam yi, waral ay yaram yuy xasan wala ci kaa yu gëna bon, lawaal daŋar wala joxe ay infeksiyon.",gunóor yi mën nañu yàq ñam yi waral ay yaram yuy xasan wala ci kaa yu gëna bon lawaal daŋar wala joxe ay infeksiyon,g u n ó o r | y i | m ë n | n a ñ u | y à q | ñ a m | y i | w a r a l | a y | y a r a m | y u y | x a s a n | w a l a | c i | k a a | y u | g ë n a | b o n | l a w a a l | d a ŋ a r | w a l a | j o x e | a y | i n f e k s i y o n |,172800,FEMALE
388,1362,2709923175847686649.wav,"Ségg yi dañoo bëgg di lekk mala yu ndàw yi. Dina ñu jàpp ay golo, ay jaan, ay xeeti kaña ak ay picc suñ ko mënee. Mën nañu wax ni mala yu ségg yi di rëbb yépp ñoo leen gëna tuuti ñoom ci seen bopp.",ségg yi dañoo bëgg di lekk mala yu ndàw yi dina ñu jàpp ay golo ay jaan ay xeeti kaña ak ay picc suñ ko mënee mën nañu wax ni mala yu ségg yi di rëbb yépp ñoo leen gëna tuuti ñoom ci seen bopp,s é g g | y i | d a ñ o o | b ë g g | d i | l e k k | m a l a | y u | n d à w | y i | d i n a | ñ u | j à p p | a y | g o l o | a y | j a a n | a y | x e e t i | k a ñ a | a k | a y | p i c c | s u ñ | k o | m ë n e e | m ë n | n a ñ u | w a x | n i | m a l a | y u | s é g g | y i | d i | r ë b b | y é p p | ñ o o | l e e n | g ë n a | t u u t i | ñ o o m | c i | s e e n | b o p p |,288960,FEMALE
389,400,9879758127457619207.wav,"Ngir lii, dañoo wara tàggale bërëb yi ak gaal Angalteer yi ca Isipt. Tamit yoyu jëf, gaalu xare yu Itaali xalaatuñu ngir def dara.",ngir lii dañoo wara tàggale bërëb yi ak gaal angalteer yi ca isipt tamit yoyu jëf gaalu xare yu itaali xalaatuñu ngir def dara,n g i r | l i i | d a ñ o o | w a r a | t à g g a l e | b ë r ë b | y i | a k | g a a l | a n g a l t e e r | y i | c a | i s i p t | t a m i t | y o y u | j ë f | g a a l u | x a r e | y u | i t a a l i | x a l a a t u ñ u | n g i r | d e f | d a r a |,257280,MALE
390,1022,9799039587139282882.wav,"Sambar yi jiiñ nañu ni moom moo “faatu gu bari gi, yaqute yi te terorisé ay miliyoŋi ak miliyoŋi nit yu dëkk ci Suuf si.”",sambar yi jiiñ nañu ni moom moo faatu gu bari gi yaqute yi te terorisé ay miliyoŋi ak miliyoŋi nit yu dëkk ci suuf si,s a m b a r | y i | j i i ñ | n a ñ u | n i | m o o m | m o o | f a a t u | g u | b a r i | g i | y a q u t e | y i | t e | t e r o r i s é | a y | m i l i y o ŋ i | a k | m i l i y o ŋ i | n i t | y u | d ë k k | c i | s u u f | s i |,191040,MALE
391,626,13025382239872866311.wav,"Jubluwaayu xalaat bii mooy gaawaayam bi, niko xel mënee nangu ak jubaay bi, akit raññee jëf yi, jëfewaat teknik yi fi nekk, dajale xibaar yi.",jubluwaayu xalaat bii mooy gaawaayam bi niko xel mënee nangu ak jubaay bi akit raññee jëf yi jëfewaat teknik yi fi nekk dajale xibaar yi,j u b l u w a a y u | x a l a a t | b i i | m o o y | g a a w a a y a m | b i | n i k o | x e l | m ë n e e | n a n g u | a k | j u b a a y | b i | a k i t | r a ñ ñ e e | j ë f | y i | j ë f e w a a t | t e k n i k | y i | f i | n e k k | d a j a l e | x i b a a r | y i |,279360,FEMALE
392,1272,13247810436680300552.wav,"Séét nañu benn nattukaay, di nataal, ak di jàng wàllu organgatuangs ci Borneo.",séét nañu benn nattukaay di nataal ak di jàng wàllu organgatuangs ci borneo,s é é t | n a ñ u | b e n n | n a t t u k a a y | d i | n a t a a l | a k | d i | j à n g | w à l l u | o r g a n g a t u a n g s | c i | b o r n e o |,126720,FEMALE
393,884,12093604402256535024.wav,"Ñaar fukki at yinu weesu, limuk tannéf yi ñu jaglel xale ci Uptown Charlotte yokkna lool.",ñaar fukki at yinu weesu limuk tannéf yi ñu jaglel xale ci uptown charlotte yokkna lool,ñ a a r | f u k k i | a t | y i n u | w e e s u | l i m u k | t a n n é f | y i | ñ u | j a g l e l | x a l e | c i | u p t o w n | c h a r l o t t e | y o k k n a | l o o l |,156480,MALE
394,868,394201508050484582.wav,"Barina ay tukkikat yu dal te mëna tukki, yu dakkal sen dem ndax bes bes bu bari bignu néméku ci tukki bi ci aduna si nga xam ni aada yu ndaw yu bari mën na yokku ci lu gaaw.",barina ay tukkikat yu dal te mëna tukki yu dakkal sen dem ndax bes bes bu bari bignu néméku ci tukki bi ci aduna si nga xam ni aada yu ndaw yu bari mën na yokku ci lu gaaw,b a r i n a | a y | t u k k i k a t | y u | d a l | t e | m ë n a | t u k k i | y u | d a k k a l | s e n | d e m | n d a x | b e s | b e s | b u | b a r i | b i g n u | n é m é k u | c i | t u k k i | b i | c i | a d u n a | s i | n g a | x a m | n i | a a d a | y u | n d a w | y u | b a r i | m ë n | n a | y o k k u | c i | l u | g a a w |,387840,FEMALE
395,1070,17761029734438895536.wav,"Leegi, soy liir aaraffu grameer bii dinala jappalé nga jàng lou bari ci grameer bu Perse té xam ay xeetu waxin yu bari.",leegi soy liir aaraffu grameer bii dinala jappalé nga jàng lou bari ci grameer bu perse té xam ay xeetu waxin yu bari,l e e g i | s o y | l i i r | a a r a f f u | g r a m e e r | b i i | d i n a l a | j a p p a l é | n g a | j à n g | l o u | b a r i | c i | g r a m e e r | b u | p e r s e | t é | x a m | a y | x e e t u | w a x i n | y u | b a r i |,146880,FEMALE
396,531,12522095494448634798.wav,Golf am po la boo xam ne fokat yi dañuy jëfandikoo ay bant ngir door bal yi ci ay pax.,golf am po la boo xam ne fokat yi dañuy jëfandikoo ay bant ngir door bal yi ci ay pax,g o l f | a m | p o | l a | b o o | x a m | n e | f o k a t | y i | d a ñ u y | j ë f a n d i k o o | a y | b a n t | n g i r | d o o r | b a l | y i | c i | a y | p a x |,161280,FEMALE
397,450,15907273827467650711.wav,"Tek ci sunu delloo ci bëj-ganaaru soowu, jeggiwaat dexu Mara, bu taw bi jàllee lu jege weeru Awril.",tek ci sunu delloo ci bëj-ganaaru soowu jeggiwaat dexu mara bu taw bi jàllee lu jege weeru awril,t e k | c i | s u n u | d e l l o o | c i | b ë j - g a n a a r u | s o o w u | j e g g i w a a t | d e x u | m a r a | b u | t a w | b i | j à l l e e | l u | j e g e | w e e r u | a w r i l |,233280,MALE
398,1032,16717991618429012371.wav,Yoon bi jëye ji amee tëjandi nañu ko binga xame ni wallukat yi ñingi done guéné dawalkat bi nekkoon ci Audi TT bu xonk bi.,yoon bi jëye ji amee tëjandi nañu ko binga xame ni wallukat yi ñingi done guéné dawalkat bi nekkoon ci audi tt bu xonk bi,y o o n | b i | j ë y e | j i | a m e e | t ë j a n d i | n a ñ u | k o | b i n g a | x a m e | n i | w a l l u k a t | y i | ñ i n g i | d o n e | g u é n é | d a w a l k a t | b i | n e k k o o n | c i | a u d i | t t | b u | x o n k | b i |,208320,MALE
399,1117,2053045137728226841.wav,"Jeema dem ci bërëb bi nga xamanteni duun lafa jaapat wala, ci say mëneef la aju ak su fekke xame nañula, da nga bëgga xaar ngir rëcc.",jeema dem ci bërëb bi nga xamanteni duun lafa jaapat wala ci say mëneef la aju ak su fekke xame nañula da nga bëgga xaar ngir rëcc,j e e m a | d e m | c i | b ë r ë b | b i | n g a | x a m a n t e n i | d u u n | l a f a | j a a p a t | w a l a | c i | s a y | m ë n e e f | l a | a j u | a k | s u | f e k k e | x a m e | n a ñ u l a | d a | n g a | b ë g g a | x a a r | n g i r | r ë c c |,288960,MALE
400,242,6497433985052123558.wav,"Jumtukaay dem ci weer wit te kenn dëkku ci Chandrayaan-1 sànni na Moon Impact Probam ( MIP), bu dal ci weer bi ci 1,5 kilomeetar saala bu nekk (3000 kilomeetar waxtu wu nekk), te teer ak ndam ci wetu polu bët saaalum bu weer bi.","jumtukaay dem ci weer wit te kenn dëkku ci chandrayaan-1 sànni na moon impact probam  mip bu dal ci weer bi ci 1,5 kilomeetar saala bu nekk 3000 kilomeetar waxtu wu nekk te teer ak ndam ci wetu polu bët saaalum bu weer bi","j u m t u k a a y | d e m | c i | w e e r | w i t | t e | k e n n | d ë k k u | c i | c h a n d r a y a a n - 1 | s à n n i | n a | m o o n | i m p a c t | p r o b a m | m i p | b u | d a l | c i | w e e r | b i | c i | 1 , 5 | k i l o m e e t a r | s a a l a | b u | n e k k | 3 0 0 0 | k i l o m e e t a r | w a x t u | w u | n e k k | t e | t e e r | a k | n d a m | c i | w e t u | p o l u | b ë t | s a a a l u m | b u | w e e r | b i |",493440,MALE
401,336,5968185954912676777.wav,Diva bu Tirki Sezen Aksu woy na ak tenooru Itaali bi di Alessandro Safina ak woykatu gerek bi Haris Alexiou.,diva bu tirki sezen aksu woy na ak tenooru itaali bi di alessandro safina ak woykatu gerek bi haris alexiou,d i v a | b u | t i r k i | s e z e n | a k s u | w o y | n a | a k | t e n o o r u | i t a a l i | b i | d i | a l e s s a n d r o | s a f i n a | a k | w o y k a t u | g e r e k | b i | h a r i s | a l e x i o u |,232320,MALE
402,1300,12294851066390676837.wav,Lu tax ab këru-liggéeyukaat bëgg a jaar ci yoon bi gëna yeex ngir tëral ab këru-liggéeykaat buy jang? Benn jubluwaayu amal ab xalaati jàngum nos buñuy amal mooy yeesal.,lu tax ab këru-liggéeyukaat bëgg a jaar ci yoon bi gëna yeex ngir tëral ab këru-liggéeykaat buy jang benn jubluwaayu amal ab xalaati jàngum nos buñuy amal mooy yeesal,l u | t a x | a b | k ë r u - l i g g é e y u k a a t | b ë g g | a | j a a r | c i | y o o n | b i | g ë n a | y e e x | n g i r | t ë r a l | a b | k ë r u - l i g g é e y k a a t | b u y | j a n g | b e n n | j u b l u w a a y u | a m a l | a b | x a l a a t i | j à n g u m | n o s | b u ñ u y | a m a l | m o o y | y e e s a l |,316800,MALE
403,279,1466886615738560458.wav,Njiitu Amerique ba woon ci House Newt Gingrich moo jël ñaareelu palaas bi ak 32%.,njiitu amerique ba woon ci house newt gingrich moo jël ñaareelu palaas bi ak 32%,n j i i t u | a m e r i q u e | b a | w o o n | c i | h o u s e | n e w t | g i n g r i c h | m o o | j ë l | ñ a a r e e l u | p a l a a s | b i | a k | 3 2 % |,199680,MALE
404,988,5770917358833578882.wav,"Palato yi dañ leen di faral di woowee ""vidde"" di tekki yaatu, bayaal yu ubbeeku yu amul garab, bayaal bu amul fumu yem.",palato yi dañ leen di faral di woowee vidde di tekki yaatu bayaal yu ubbeeku yu amul garab bayaal bu amul fumu yem,p a l a t o | y i | d a ñ | l e e n | d i | f a r a l | d i | w o o w e e | v i d d e | d i | t e k k i | y a a t u | b a y a a l | y u | u b b e e k u | y u | a m u l | g a r a b | b a y a a l | b u | a m u l | f u m u | y e m |,252480,FEMALE
405,643,13728678659402490268.wav,Jëfandikoo lënd gi ak World Wide Web may na ndongo yi ñu jot ci xibaar yi waxtu wu nekk.,jëfandikoo lënd gi ak world wide web may na ndongo yi ñu jot ci xibaar yi waxtu wu nekk,j ë f a n d i k o o | l ë n d | g i | a k | w o r l d | w i d e | w e b | m a y | n a | n d o n g o | y i | ñ u | j o t | c i | x i b a a r | y i | w a x t u | w u | n e k k |,120000,FEMALE
406,711,280818901151515977.wav,"Amna bénn kamb gu xat ci kaw boxam mëna fa jaar, dafa ndaw lool té dancaloo.",amna bénn kamb gu xat ci kaw boxam mëna fa jaar dafa ndaw lool té dancaloo,a m n a | b é n n | k a m b | g u | x a t | c i | k a w | b o x a m | m ë n a | f a | j a a r | d a f a | n d a w | l o o l | t é | d a n c a l o o |,180480,FEMALE
407,673,13098694082133789448.wav,"Barab buñu jagleel palaas yi gëna siiw, yu melni Bright Angel Campground bi jaakarlook Phantom Ranch, dafay faral di fees ak cakkutéef yuñuy jot bis biñuy njëkka ubbi reserwasiyoŋ yi.",barab buñu jagleel palaas yi gëna siiw yu melni bright angel campground bi jaakarlook phantom ranch dafay faral di fees ak cakkutéef yuñuy jot bis biñuy njëkka ubbi reserwasiyoŋ yi,b a r a b | b u ñ u | j a g l e e l | p a l a a s | y i | g ë n a | s i i w | y u | m e l n i | b r i g h t | a n g e l | c a m p g r o u n d | b i | j a a k a r l o o k | p h a n t o m | r a n c h | d a f a y | f a r a l | d i | f e e s | a k | c a k k u t é e f | y u ñ u y | j o t | b i s | b i ñ u y | n j ë k k a | u b b i | r e s e r w a s i y o ŋ | y i |,307200,MALE
408,55,8536428698463242174.wav,"Peter Costello, nekk trésorier di doomu australie lañu gëna am yaakaar ni mooy wuutu Premier ministre John Howard ci boppu Parti libéral jàppale na ñiy liggéey ci wàllu nucléaire ci Australie.",peter costello nekk trésorier di doomu australie lañu gëna am yaakaar ni mooy wuutu premier ministre john howard ci boppu parti libéral jàppale na ñiy liggéey ci wàllu nucléaire ci australie,p e t e r | c o s t e l l o | n e k k | t r é s o r i e r | d i | d o o m u | a u s t r a l i e | l a ñ u | g ë n a | a m | y a a k a a r | n i | m o o y | w u u t u | p r e m i e r | m i n i s t r e | j o h n | h o w a r d | c i | b o p p u | p a r t i | l i b é r a l | j à p p a l e | n a | ñ i y | l i g g é e y | c i | w à l l u | n u c l é a i r e | c i | a u s t r a l i e |,296640,MALE
409,1001,1462980022502709459.wav,Bërëb Watikaa kàllaama italien lay jëfandikoo ci seen sart ak bataaxal yu werr.,bërëb watikaa kàllaama italien lay jëfandikoo ci seen sart ak bataaxal yu werr,b ë r ë b | w a t i k a a | k à l l a a m a | i t a l i e n | l a y | j ë f a n d i k o o | c i | s e e n | s a r t | a k | b a t a a x a l | y u | w e r r |,138240,FEMALE
